Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,plant_body_site,Platform,ReleaseDate,samp_mat_process,Sample Name,source_material_ID,SRA Study
SRR6658587,AMPLICON,600,22410630,PRJNA430505,SAMN08428102,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",16447766,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635634,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D4_sample35,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,35_Epi_ERG_Fall_2014_plant9,35,SRP131882
SRR6658588,AMPLICON,601,23005063,PRJNA430505,SAMN08428403,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",16972064,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635633,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D40_sample336,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,336_Endo_EY_Fall_2016_plant36,336,SRP131882
SRR6658589,AMPLICON,601,62274561,PRJNA430505,SAMN08428184,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",44882415,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635632,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D38_sample117,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,117_Endo_ERG_Spring_2016_plant27,117,SRP131882
SRR6658590,AMPLICON,601,47215978,PRJNA430505,SAMN08428241,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",36320610,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635631,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D39_sample174,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,174_Endo_JUG_Spring_2014_plant4,174,SRP131882
SRR6658591,AMPLICON,600,44231278,PRJNA430505,SAMN08428155,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32273595,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635630,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D36_sample88,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,88_Epi_EY_Spring_2014_plant4,88,SRP131882
SRR6658592,AMPLICON,600,15241168,PRJNA430505,SAMN08428195,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",11495303,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635629,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D37_sample128,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,128_Epi_EY_Spring_2015_plant14,128,SRP131882
SRR6658593,AMPLICON,600,46681260,PRJNA430505,SAMN08428267,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31092170,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635628,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B16_sample200,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,200_Epi_JUG_Spring_2014_plant5,200,SRP131882
SRR6658594,AMPLICON,601,40503195,PRJNA430505,SAMN08428132,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",26702406,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635627,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B17_sample65,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,65_Endo_WH_Fall_2015_plant23,65,SRP131882
SRR6658595,AMPLICON,601,43145039,PRJNA430505,SAMN08428420,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29573927,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635626,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B18_sample353,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,353_Endo_EY_Spring_2015_plant17,353,SRP131882
SRR6658596,AMPLICON,601,43267526,PRJNA430505,SAMN08428162,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28691758,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635625,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B19_sample95,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,95_Endo_ERG_Fall_2014_plant5,95,SRP131882
SRR6658597,AMPLICON,600,37856851,PRJNA430505,SAMN08428222,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",24919139,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635624,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B12_sample155,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,155_Endo_EY_Fall_2014_plant11,155,SRP131882
SRR6658598,AMPLICON,600,47601524,PRJNA430505,SAMN08428110,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31987537,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635623,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B13_sample43,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,43_Epi_WH_Spring_2016_plant25,43,SRP131882
SRR6658599,AMPLICON,601,44989961,PRJNA430505,SAMN08428219,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29636136,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635622,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B14_sample152,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,152_Endo_EY_Fall_2014_plant8,152,SRP131882
SRR6658600,AMPLICON,601,39485067,PRJNA430505,SAMN08428296,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",26130761,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635621,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B15_sample229,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,229_Endo_PFN_Fall_2014_plant4,229,SRP131882
SRR6658601,AMPLICON,600,45745819,PRJNA430505,SAMN08428312,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30627769,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635620,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B2_sample245,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,245_Epi_PFN_Spring_2014_plant3,245,SRP131882
SRR6658602,AMPLICON,600,47183212,PRJNA430505,SAMN08428316,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31617359,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635619,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B20_sample249,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,249_Epi_PFN_Spring_2015_plant7,249,SRP131882
SRR6658603,AMPLICON,601,42275104,PRJNA430505,SAMN08428413,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27780818,UNIVERSITY OF TUEBINGEN,06-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635618,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I8_sample346,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,346_Endo_JUG_Fall_2016_plant34,346,SRP131882
SRR6658604,AMPLICON,601,44975438,PRJNA430505,SAMN08428395,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28962161,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635617,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I9_sample328,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,328_Endo_WH_Fall_2016_plant32,328,SRP131882
SRR6658605,AMPLICON,600,46693586,PRJNA430505,SAMN08428218,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31497523,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635616,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F31_sample151,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,151_Endo_EY_Fall_2014_plant7,151,SRP131882
SRR6658606,AMPLICON,600,69603045,PRJNA430505,SAMN08428304,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",46979041,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635615,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F30_sample237,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,237_Endo_PFN_Fall_2015_plant15,237,SRP131882
SRR6658607,AMPLICON,600,26641893,PRJNA430505,SAMN08428082,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",18396050,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635614,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F3_sample15,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,15_Epi_WH_Spring_2015_plant15,15,SRP131882
SRR6658608,AMPLICON,600,21815834,PRJNA430505,SAMN08428091,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",15088879,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635613,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F29_sample24,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,24_Epi_WH_Fall_2015_plant24,24,SRP131882
SRR6658609,AMPLICON,600,31045657,PRJNA430505,SAMN08428384,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",21374927,UNIVERSITY OF TUEBINGEN,06-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635612,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F28_sample317,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,317_Epi_JUG_Fall_2016_plant35,317,SRP131882
SRR6658610,AMPLICON,600,15500962,PRJNA430505,SAMN08428358,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",10726588,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635611,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F27_sample291,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,291_Epi_ERG_Fall_2016_plant32,291,SRP131882
SRR6658611,AMPLICON,600,41921293,PRJNA430505,SAMN08428159,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29808818,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635610,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F26_sample92,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,92_Endo_ERG_Spring_2014_plant2,92,SRP131882
SRR6658612,AMPLICON,600,28894430,PRJNA430505,SAMN08428199,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",20001184,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635609,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F25_sample132,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,132_Epi_EY_Spring_2015_plant18,132,SRP131882
SRR6658613,AMPLICON,600,29693152,PRJNA430505,SAMN08428077,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",20234608,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635608,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F24_sample10,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,10_Epi_WH_Fall_2014_plant10,10,SRP131882
SRR6658614,AMPLICON,600,30183613,PRJNA430505,SAMN08428130,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",20213065,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635607,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F23_sample63,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,63_Endo_WH_Fall_2015_plant21,63,SRP131882
SRR6658615,AMPLICON,600,57120907,PRJNA430505,SAMN08428332,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35576818,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635606,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G41_sample265,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,265_Endo_K6911_Spring_2015_plant2,265,SRP131882
SRR6658616,AMPLICON,600,26109429,PRJNA430505,SAMN08428365,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",17001816,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635605,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G42_sample298,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,298_Epi_WH_Fall_2016_plant33,298,SRP131882
SRR6658617,AMPLICON,600,45528861,PRJNA430505,SAMN08428313,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29254729,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635604,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G4_sample246,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,246_Epi_PFN_Fall_2014_plant4,246,SRP131882
SRR6658618,AMPLICON,600,52957578,PRJNA430505,SAMN08428250,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32916632,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635603,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G40_sample183,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,183_Endo_JUG_Fall_2014_plant13,183,SRP131882
SRR6658619,AMPLICON,600,49139685,PRJNA430505,SAMN08428425,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30113854,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635602,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G38_sample360,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,360_Endo_WH_Spring_2015_plant17,360,SRP131882
SRR6658620,AMPLICON,600,56036092,PRJNA430505,SAMN08428245,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35377956,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635601,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.G39_sample178,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,178_Endo_JUG_Fall_2014_plant8,178,SRP131882
SRR6658621,AMPLICON,600,48453941,PRJNA430505,SAMN08428342,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29952053,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635600,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G36_sample275,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,275_Endo_K6911_Spring_2016_plant12,275,SRP131882
SRR6658622,AMPLICON,600,52392329,PRJNA430505,SAMN08428314,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",33694346,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635599,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G37_sample247,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,247_Epi_PFN_Fall_2014_plant5,247,SRP131882
SRR6658623,AMPLICON,600,45938787,PRJNA430505,SAMN08428207,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29852423,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635598,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G43_sample140,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,140_Epi_EY_Spring_2016_plant26,140,SRP131882
SRR6658624,AMPLICON,600,54942040,PRJNA430505,SAMN08428193,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35351246,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635597,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.G44_sample126,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,126_Epi_EY_Fall_2014_plant12,126,SRP131882
SRR6658625,AMPLICON,600,1072693,PRJNA430505,SAMN08428380,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",801390,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635596,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H47_sample313,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,313_Epi_K6911_Fall_2016_plant19,313,SRP131882
