Sequence_ID	Tour_ID	Site_ID	Plant_ID	Albugo	Necrosis	Host_Species	ClimateZ	Land_cov	Site_name	Site_Name	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath.Ath	Ath.other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Aspect	Ground_cover	Ground_type	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size	tmax	tmin	vap	ppt	srad	soil	ws	aet	def	PDSI	vpd	pet
PA0786	BAL	P0184	PA0786	0	1	Ath	Cfa	20	Sredn	S5n		M	44.65704	21.37022	0		1	0	4	2	2	1	1	3	2	6, 9	2	1	2	11	2	A	5	3	1	60	20	NA	NA	NA	20	NA	226	20180413	20.3	48.9	21.9	0.3	1000	11.1142857142857	3.28571428571429	0.771428571428571	58.1428571428571	96.2857142857143	78.5714285714286	2.97142857142857	37.7142857142857	4.14285714285714	-2.08571428571429	0.351428571428571	41.8571428571429
PA0788	BAL	P0184	PA0788	0	1	Ath	Cfa	50	Sredn	S5n		M	44.65704	21.37022	0		1	0	3	3	4, 6, 2007	1	4	5	3	6, 9	2	1	2	11	2	A	5	3	1	60	20	NA	NA	NA	20	NA	226	20180413	20.3	48.9	21.9	0.3	1000	11.1142857142857	3.28571428571429	0.771428571428571	58.1428571428571	96.2857142857143	78.5714285714286	2.97142857142857	37.7142857142857	4.14285714285714	-2.08571428571429	0.351428571428571	41.8571428571429
PA0791	BAL	P0185	PA0791	0	1	Ath	Cfb	50	Zupan	Zupan		M	45.06708	18.71792	0		0	0	4	4	5, 6	3	3	6	2	6	1	1	1	11	2	A	2	3	1	100	NA	NA	NA	NA	NA	NA	90	20180415	20.6	64.1	19.6	0.38	1000	11.7	2.95714285714286	0.804285714285714	60.2857142857143	91.1428571428571	82.8571428571429	2.22857142857143	32.8571428571429	3.85714285714286	-1.74285714285714	0.338571428571429	36.8571428571429
PA0795	GEN	P0158	PA0795	NA	NA	Ath	Cfb	50	Moorfleet	Moorfleet		M	53.49497	10.11113	0		1	0	2	2	1, 5	2	3	4	3	6, 9	4	1	2	12	1	A	5	5	1	15	5	5	NA	NA	75	NA	-3	20180415	11.2	75.7	10.5	4.97	100	9.4	2.85714285714286	0.79	65.1428571428571	61.8571428571429	94.8571428571429	3.88571428571429	27.5714285714286	1.28571428571429	2.37142857142857	0.22	28.7142857142857
PA0797	GEN	P0158	PA0797	NA	NA	Ath	Cfb	50	Moorfleet	Moorfleet		M	53.49497	10.11113	0		1	0	2	3	1	2	3	1	3	9	4	1	3	12	1	A	5	5	1	15	5	5	NA	NA	75	NA	-3	20180415	11.2	75.7	10.5	4.97	100	9.4	2.85714285714286	0.79	65.1428571428571	61.8571428571429	94.8571428571429	3.88571428571429	27.5714285714286	1.28571428571429	2.37142857142857	0.22	28.7142857142857
PA0802	GEN	P0161	PA0802	NA	NA	Ath	Cfb	50	DD-Frauenhofer	DD-Frauenhofer		M	51.1011	13.77745	0		1	0	2	5	1	2	1	5	3	6	4	1	2	4	3	W	4	5	1	75	NA	10	NA	NA	15	NA	205	20180416	14.3	85.9	13.5	23.07	1000	9.01428571428571	2.94285714285714	0.737142857142857	48.1428571428571	73.8571428571429	85.5714285714286	3.97142857142857	30.4285714285714	3.28571428571429	0.471428571428571	0.277142857142857	33.7142857142857
PA0805	GEN	P0161	PA0805	NA	NA	Ath	Cfb	50	DD-Frauenhofer	DD-Frauenhofer		M	51.1011	13.77745	0		1	0	2	3	1	2	3	5	4	6	4	2	2	4	3	W	4	5	1	75	NA	10	NA	NA	15	NA	205	20180416	14.3	85.9	13.5	23.07	1000	9.01428571428571	2.94285714285714	0.737142857142857	48.1428571428571	73.8571428571429	85.5714285714286	3.97142857142857	30.4285714285714	3.28571428571429	0.471428571428571	0.277142857142857	33.7142857142857
PA0806	GEN	P0162	PA0806	NA	NA	Ath	Cfb	50	Leipzig	Leipzig		M	51.35089	12.44002	0		1	0	2	3	1	1	1	2	3	6	4	1	3	12	1	A	3	2, 3	1	40	NA	20	NA	NA	40	NA	121	20180416	19	74.8	17.1	5.95	300	9.38571428571429	2.94285714285714	0.745714285714286	40.1428571428571	71.5714285714286	71.7142857142857	4.1	30.4285714285714	3.85714285714286	-1.05714285714286	0.282857142857143	34.2857142857143
PA0810	GEN	P0162	PA0810	NA	NA	Ath	Cfb	50	Leipzig	Leipzig		M	51.35089	12.44002	0		1	0	2	3	1, 3	1	1	3	4	6	4	1	3	12	1	A	3	2, 3	1	40	NA	20	NA	NA	40	NA	121	20180416	19	74.8	17.1	5.95	300	9.38571428571429	2.94285714285714	0.745714285714286	40.1428571428571	71.5714285714286	71.7142857142857	4.1	30.4285714285714	3.85714285714286	-1.05714285714286	0.282857142857143	34.2857142857143
PA0812	GEN	P0163	PA0812	NA	NA	Ath	Cfb	110	Jena	Jena		M	50.93334	11.57273	0		0	0	4	3	1, 5	2	1	6	6	4	3	2	2	12	1	S	1	1	1	15	NA	5	NA	10	70	NA	160	20180416	18.8	71.3	n/a	n/a	30	9.2	2.57142857142857	0.715714285714286	45.8571428571429	72.8571428571429	74.2857142857143	3.82857142857143	31.2857142857143	3.28571428571429	-2.11428571428571	0.291428571428571	34.5714285714286
PA0813	GEN	P0163	PA0813	NA	NA	Ath	Cfb	110	Jena	Jena		M	50.93334	11.57273	0		0	0	3	4	1, 3	1	1	5	6	6	3	2	2	12	1	S	1	1	1	15	NA	5	NA	10	70	NA	160	20180416	18.8	71.3	n/a	n/a	30	9.2	2.57142857142857	0.715714285714286	45.8571428571429	72.8571428571429	74.2857142857143	3.82857142857143	31.2857142857143	3.28571428571429	-2.11428571428571	0.291428571428571	34.5714285714286
PA0826	BNE	P0089	PA0826	NA	NA	Ath	Cfb	110	Wagening	Wagening		M	51.9669	5.66569	0		0	0	4	3	1, 5	3	3	6	1	1, 5	3	1	3	12	1	A	3	1	1	20	10	5	20	15	30	NA	15	20180423	15	69.6	14.8	3.91	200	10.1142857142857	3.58571428571429	0.841428571428571	68.1428571428571	66.8571428571429	65.8571428571429	4.62857142857143	28.8571428571429	1.28571428571429	-0.357142857142857	0.212857142857143	30.1428571428571
PA0829	BNE	P0089	PA0829	NA	NA	Ath	Cfb	110	Wagening	Wagening		M	51.9669	5.66569	0		0	0	3	5	1, 3, 2007	3	3	6	3	1, 5	3	1	3	12	1	A	3	1	1	20	10	5	20	15	30	NA	15	20180423	15	69.6	14.8	3.91	200	10.1142857142857	3.58571428571429	0.841428571428571	68.1428571428571	66.8571428571429	65.8571428571429	4.62857142857143	28.8571428571429	1.28571428571429	-0.357142857142857	0.212857142857143	30.1428571428571
PA0832	GEN	P0165	PA0832	NA	NA	Ath	Cfb	110	Osnabrück	Osnabrück		M	52.30192	8.02299	0		0	0	4	3	1, 7, 2008	3	3	3	4	4	3	1	2	12	3	A	5	5	1	30	NA	NA	NA	NA	70	NA	59	20180505	25.9	32.6	25.9	0.33	300	10.5714285714286	3.97142857142857	0.798571428571429	63.5714285714286	91.5714285714286	66.4285714285714	4.12857142857143	31	12.7142857142857	-0.428571428571429	0.331428571428571	43.7142857142857
PA0836	GEN	P0165	PA0836	NA	NA	Ath	Cfb	50	Osnabrück	Osnabrück		M	52.30192	8.02299	0		0	0	4	4	3, 5, 2007	3	3	6	1	6, 9	2	1	2	12	3	A	5	5	1	30	NA	NA	NA	NA	70	NA	59	20180505	25.9	32.6	25.9	0.33	300	10.5714285714286	3.97142857142857	0.798571428571429	63.5714285714286	91.5714285714286	66.4285714285714	4.12857142857143	31	12.7142857142857	-0.428571428571429	0.331428571428571	43.7142857142857
PA0841	GEN	P0166	PA0841	NA	1	Ath	Cfb	50	Ovelgönne	Ovelgönne		M	53.34189	8.42052	0		0	0	3	3	1	2	3	3	6	2, 5	3	1	4	12	1	A	3	2, 3	1	5	10	NA	NA	10	75	NA	17	20180506	30.6	34.6	n/a	n/a	50	10.1428571428571	3.55714285714286	0.805714285714286	55.2857142857143	89.8571428571429	77.7142857142857	4.65714285714286	31.8571428571429	9.71428571428571	1.47142857142857	0.287142857142857	41.5714285714286
PA0842	GEN	P0166	PA0842	NA	1	Ath	Cfb	50	Ovelgönne	Ovelgönne		M	53.34189	8.42052	0		0	0	5	4	3, 7, 2008	5	1	6	1	5, 6	3	1	4	12	1	A	3	2, 3	1	5	10	NA	NA	10	75	NA	17	20180506	30.6	34.6	n/a	n/a	50	10.1428571428571	3.55714285714286	0.805714285714286	55.2857142857143	89.8571428571429	77.7142857142857	4.65714285714286	31.8571428571429	9.71428571428571	1.47142857142857	0.287142857142857	41.5714285714286
PA0846	SPN	P0314	PA0846	0	0	Ath	Cfb	50	TRS	TRS		M	43.36351	-5.49208	0		0	0	2	3	1	2	1	6	3	3, 4	3	1	3	3	3	A	3	2, 4	1	25	5	25	5	5	35	NA	237	20180511	22.5	54.6	n/a	n/a	50	13.9142857142857	7.01428571428571	0.995714285714286	103.857142857143	111.428571428571	198.285714285714	3.44285714285714	50.1428571428571	1	-4	0.314285714285714	51.1428571428571
PA0848	SPN	P0286	PA0848	0	0	Ath	Csa	50	Alb	Alb		M	42.36986	-3.31093	0		0	0	2	3	1	2	1	5	3	6	3	2	3	11	2	W	1	3	1	70	10	20	NA	NA	NA	NA	973	20180512	17.4	53.2	13.7	8.43	200	9.62857142857143	1.32857142857143	0.671428571428571	74.8571428571429	122.857142857143	94.5714285714286	3.65714285714286	48.1428571428571	0.571428571428571	-2.41428571428571	0.291428571428571	48.7142857142857
PA0849	SPN	P0286	PA0849	0	0	Ath	Csa	50	Alb	Alb		M	42.36984	-3.31094	0		0	0	2	2	1, 5	2	1	4	3	6	2	2	3	11	2	W	1	3	1	70	10	20	NA	NA	NA	NA	973	20180512	17.4	53.2	13.7	8.43	200	9.62857142857143	1.32857142857143	0.671428571428571	74.8571428571429	122.857142857143	94.5714285714286	3.65714285714286	48.1428571428571	0.571428571428571	-2.41428571428571	0.291428571428571	48.7142857142857
PA0853	SPN	P0288	PA0853	0	1	Ath	Cfb	50	Oja	Oja		M	42.34696	-2.99666	0		0	0	4	2	1, 3, 2005	2	1	6	3	9	3	1	3	5	2	W	4	3, 5	1	70	5	10	NA	NA	15	NA	778	20180512	16.2	49.8	13.4	12.39	1000	10.5428571428571	2.15714285714286	0.714285714285714	68.7142857142857	123.285714285714	81.8571428571429	3.6	48.7142857142857	2.85714285714286	-2.04285714285714	0.31	51.4285714285714
PA0858	SPN	P0318	PA0858	0	0	Ath	Cfb	50	OLA	OLA		M	43.04904	-2.6305	0		0	0	4	3	5	1	1	5	3	2, 4	3	5	3	7	2	E	1	1, 4	1	20	10	NA	30	NA	30	NA	572	20180513	11.4	64.7	n/a	n/a	100	11.3	4.12857142857143	0.821428571428571	128.428571428571	115.285714285714	159.142857142857	3.68571428571429	50.5714285714286	0	-0.5	0.29	50.5714285714286
PA0859	SPN	P0318	PA0859	0	0	Ath	Cfb	50	OLA	OLA		M	43.04904	-2.6305	0		0	0	4	3	1, 4	3	1	2	3	2, 4	3	5	3	7	2	E	1	1, 4	1	20	10	NA	30	NA	30	NA	572	20180513	11.4	64.7	n/a	n/a	100	11.3	4.12857142857143	0.821428571428571	128.428571428571	115.285714285714	159.142857142857	3.68571428571429	50.5714285714286	0	-0.5	0.29	50.5714285714286
PA0863	SPN	P0319	PA0863	0	0	Ath	Cfb	150	BUJ2	BUJ2		M	42.67566	-2.40631	0		1	0	4	3	1	1	1	6	3	2	3	5	3	2	2	S, E	2	3, 1	2	15	10	10	10	30	20	NA	609	20180513	22.6	32.5	15.9	14.91	1000	11.5714285714286	3.37142857142857	0.787142857142857	85.5714285714286	120.142857142857	118	3.52857142857143	51.5714285714286	1.28571428571429	-2.01428571428571	0.317142857142857	52.5714285714286
PA0866	GEN	P0313	PA0866	0	0	Ath	Cfb	150	Ellershausen	Ellershausen		M	51.5107	9.67837	0		0	0	5	2	1, 5, 2007	1	1	1	5	2, 4	2	1	2	12	1	E	1	1, 4	1	15	5	10	NA	30	40	NA	279	20180506	26.1	32.1	n/a	n/a	200	9.54285714285714	2.54285714285714	0.74	66.4285714285714	94.2857142857143	92	3.98571428571429	34.8571428571429	7.57142857142857	0.328571428571429	0.312857142857143	42.4285714285714
PA0870	GEN	P0313	PA0870	0	0	Ath	Cfb	150	Ellershausen	Ellershausen		M	51.5107	9.67837	0		0	0	5	2	1, 7, 2008	5	1	1	6	2, 4	2	1	2	12	1	E	1	1, 4	1	15	5	10	NA	30	40	NA	279	20180506	26.1	32.1	n/a	n/a	200	9.54285714285714	2.54285714285714	0.74	66.4285714285714	94.2857142857143	92	3.98571428571429	34.8571428571429	7.57142857142857	0.328571428571429	0.312857142857143	42.4285714285714
PA0872	SPN	P0287	PA0872	0	0	Ath	Csa	150	Aya	Aya		M	42.25175	-3.04591	0		0	0	2	3	1, 5	1	1	6	4	3, 6	2	2	3	13	3	S	3	3	1	30	20	10	NA	10	30	NA	1020	20180512	20.2	55.6	18.2	8.03	100	8.42857142857143	-0.142857142857143	0.622857142857143	86.8571428571429	124.714285714286	104	3.98571428571429	43.8571428571429	0	-3	0.254285714285714	43.8571428571429
PA0873	SPN	P0287	PA0873	0	0	Ath	Csa	150	Aya	Aya		M	42.25175	-3.04591	0		0	0	2	3	1	1	1	6	4	3, 6	2	2	3	13	3	S	3	3	1	30	20	10	NA	10	30	NA	1020	20180512	20.2	55.6	18.2	8.03	100	8.42857142857143	-0.142857142857143	0.622857142857143	86.8571428571429	124.714285714286	104	3.98571428571429	43.8571428571429	0	-3	0.254285714285714	43.8571428571429
PA0881	CSA	P0080	PA0881	0	1	Ath	Cfb	150	OOE	OOE		M	48.33207	14.71572	0		1	0	3	3	1, 3	2	1	3	2	6, 7	2	3	1	11	2	S, W	4	4, 5	1	80	NA	15	5	NA	NA	NA	596	20180417	21.1	54.9	23.4	16.82	100000	8.32857142857143	0.128571428571429	0.632857142857143	47.5714285714286	82.8571428571429	45.4285714285714	2.22857142857143	23.5714285714286	4.57142857142857	0.228571428571429	0.29	28.1428571428571
PA0882	CSA	P0080	PA0882	0	0	Ath	Cfb	150	OOE	OOE		M	48.33208	14.71581	1	RL, CL	1	0	4	4	1, 4	1	2	5	3	6, 7	2	3	1	11	2	S, W	4	4, 5	1	80	NA	15	5	NA	NA	NA	596	20180417	21.1	54.9	23.4	16.82	100000	8.32857142857143	0.128571428571429	0.632857142857143	47.5714285714286	82.8571428571429	45.4285714285714	2.22857142857143	23.5714285714286	4.57142857142857	0.228571428571429	0.29	28.1428571428571
PA0889	CSA	P0081	PA0889	0	0	Ath	Cfb	150	Egel	Egel		M	48.42646	15.56987	1	RL	1	0	4	3	1, 3	1	2	3	3	4	2	2	1	5	2	N, W	4	3, 4	1	80	20	NA	NA	NA	NA	NA	363	20180417	23	46.1	20.9	40.19	100000	9.3	1.32857142857143	0.667142857142857	29.7142857142857	82	42.7142857142857	2.58571428571429	25	8.42857142857143	-2.17142857142857	0.324285714285714	33.4285714285714
PA0890	CSA	P0081	PA0890	0	0	Ath	Cfb	150	Egel	Egel		M	48.42641	15.56995	0		1	0	3	4	1, 5	2	1	4	3	4	2	2	1	5	2	N, W	4	3, 4	1	80	20	NA	NA	NA	NA	NA	363	20180417	23	46.1	20.9	40.19	100000	9.3	1.32857142857143	0.667142857142857	29.7142857142857	82	42.7142857142857	2.58571428571429	25	8.42857142857143	-2.17142857142857	0.324285714285714	33.4285714285714
PA0895	CSA	P0082	PA0895	0	1	Ath	Cfb	NA	Udu	Udu		M	49.27734	16.63	0		1	0	4	2	1, 3	2	3	4	3	6	2	2	2	4	3	S, W	3	3, 5	1	70	NA	15	NA	NA	15	NA	432	20180418	21	51.6	17.4	26.6	500	8.11428571428571	0.928571428571428	0.66	28.4285714285714	80.5714285714286	40.2857142857143	4.08571428571429	24.7142857142857	8.57142857142857	-2.72857142857143	0.272857142857143	33.1428571428571
PA0896	CSA	P0082	PA0896	0	0	Ath	Cfb	NA	Udu	Udu		M	49.27725	16.63093	0		1	0	4	3	1, 3	2	1	2	3	6	2	2	2	4	3	S, W	3	3, 5	1	70	NA	15	NA	NA	15	NA	432	20180418	21	51.6	17.4	26.6	500	8.11428571428571	0.928571428571428	0.66	28.4285714285714	80.5714285714286	40.2857142857143	4.08571428571429	24.7142857142857	8.57142857142857	-2.72857142857143	0.272857142857143	33.1428571428571
PA0898	CSA	P0083	PA0898	0	0	Ath	Cfb	50	Horska	Horska		M	49.30572	16.6231	0		0	0	2	4	1	2	1	6	3	4	4	1	3	6	3	E	4	3, 4	1	50	5	20	15	NA	10	NA	497	20180418	23.5	41.8	22.7	29.9	300	7.84285714285714	0.7	0.657142857142857	28.8571428571429	80.4285714285714	43.7142857142857	4.24285714285714	25.1428571428571	6.57142857142857	-2.61428571428571	0.26	31.7142857142857
PA0902	CSA	P0084	PA0902	0	1	Ath	Cfb	50	Draha	Draha		M	49.40778	16.27651	1	RL	1	0	3	2	1, 3	3	2	5	2	9	2	2	1	11	2	S, W	5	3, 5	1	80	NA	10	NA	NA	10	NA	495	20180418	26.3	38	26.4	17.2	1000	7.38571428571429	0.142857142857143	0.651428571428571	27.8571428571429	79.8571428571429	41.5714285714286	4.25714285714286	23.1428571428571	5.71428571428571	-2.8	0.235714285714286	28.7142857142857
PA0903	CSA	P0084	PA0903	0	1	Ath	Cfb	50	Draha	Draha		M	49.40779	16.27656	1	RL	1	0	4	4	1, 7	3	NA	2	1	9	2	2	1	11	2	S, W	5	3, 5	1	80	NA	10	NA	NA	10	NA	495	20180418	26.3	38	26.4	17.2	1000	7.38571428571429	0.142857142857143	0.651428571428571	27.8571428571429	79.8571428571429	41.5714285714286	4.25714285714286	23.1428571428571	5.71428571428571	-2.8	0.235714285714286	28.7142857142857
PA0908	CSA	P0085	PA0908	0	1	Ath	Cfb	50	Komo	Komo		M	49.5083	15.32869	0		1	0	2	3	1	2	3	6	3	6, 7	2	2	2	11	2	S, W	2	3, 4	1	60	NA	40	NA	NA	NA	NA	558	20180418	25.9	30.7	19.5	7.97	1000	7.5	0.1	0.642857142857143	30.1428571428571	79.8571428571429	40.5714285714286	3.98571428571429	23.4285714285714	4.85714285714286	-2.1	0.248571428571429	28.2857142857143
PA0909	CSA	P0085	PA0909	0	0	Ath	Cfb	150	Komo	Komo		M	49.50829	15.32866	0		1	0	2	3	1	1	1	6	5	6	2	2	2	11	2	S, W	2	3, 4	1	60	NA	40	NA	NA	NA	NA	558	20180418	25.9	30.7	19.5	7.97	1000	7.5	0.1	0.642857142857143	30.1428571428571	79.8571428571429	40.5714285714286	3.98571428571429	23.4285714285714	4.85714285714286	-2.1	0.248571428571429	28.2857142857143
PA0913	CSA	P0086	PA0913	0	1	Ath	Cfb	150	Tren	Tren		M	49.8593	13.83349	0		0	0	4	2	1, 5, 2003	2	3	1	3	9	2	1	1	11	2	A	4	3, 5	1	85	5	NA	NA	NA	10	NA	396	20180419	28.2	35.2	21.7	23.5	100	8.05714285714286	0.971428571428571	0.685714285714286	39	77.2857142857143	52.8571428571429	3.51428571428571	24.5714285714286	4.28571428571429	-1.58571428571429	0.25	28.8571428571429
PA0915	CSA	P0086	PA0915	0	0	Ath	Cfb	150	Tren	Tren		M	49.85926	13.83335	0		0	0	3	2	1	1	1	3	1	6, 9	2	1	1	11	2	A	4	3, 5	1	85	5	NA	NA	NA	10	NA	396	20180419	28.2	35.2	21.7	23.5	100	8.05714285714286	0.971428571428571	0.685714285714286	39	77.2857142857143	52.8571428571429	3.51428571428571	24.5714285714286	4.28571428571429	-1.58571428571429	0.25	28.8571428571429
PA0923	CSA	P0087	PA0923	0	1	Ath	Cfb	150	Kra	Kra		M	49.98418	13.41717	0		1	0	3	3	1, 3	3	3	1	5	6	2	4	1	11	2	S	4	3, 5	1	80	5	20	NA	NA	NA	NA	526	20180420	26.8	47.3	17	18.2	500	7.04285714285714	0.514285714285714	0.67	47.4285714285714	77	69.8571428571429	3.82857142857143	22.7142857142857	2.42857142857143	-1.82857142857143	0.212857142857143	25.1428571428571
PA0924	CSA	P0087	PA0924	0	0	Ath	Cfb	50	Kra	Kra		M	49.98421	13.41717	0		1	0	3	2	1, 3	2	1	3	4	6	2	3	1	11	2	S	4	3, 5	1	80	5	20	NA	NA	NA	NA	526	20180420	26.8	47.3	17	18.2	500	7.04285714285714	0.514285714285714	0.67	47.4285714285714	77	69.8571428571429	3.82857142857143	22.7142857142857	2.42857142857143	-1.82857142857143	0.212857142857143	25.1428571428571
PA0929	CSA	P0088	PA0929	0	1	Ath	Cfb	50	ULI	ULI		M	49.76263	13.1018	0		1	0	3	2	1, 5	2	3	5	4	6, 9	1	4	2	11	2	W	5	3, 5	1	60	15	10	NA	NA	15	NA	446	20180420	28.6	50.1	21.2	30.5	200	7.47142857142857	0.585714285714286	0.677142857142857	47.7142857142857	77.4285714285714	60.7142857142857	3.25714285714286	23	3	-1.92857142857143	0.224285714285714	25.8571428571429
PA0930	CSA	P0088	PA0930	0	0	Ath	Cfb	50	ULI	ULI		M	49.76264	13.10176	0		1	0	4	2	1, 5	2	1	4	5	4	2	2	2	11	2	W	5	3, 5	1	60	15	10	NA	NA	15	NA	446	20180420	28.6	50.1	21.2	30.5	200	7.47142857142857	0.585714285714286	0.677142857142857	47.7142857142857	77.4285714285714	60.7142857142857	3.25714285714286	23	3	-1.92857142857143	0.224285714285714	25.8571428571429
PA0933	BNE	P0090	PA0933	NA	NA	Ath	Cfb	50	Renkum	Renkum		M	51.97493	5.7356	0		0	0	4	2	1, 5	2	1	5	2	3, 5	3	2	2	12	1	S	1	2	1	40	10	10	NA	10	30	NA	19	20180423	18	59.4	15.3	0.84	5000	10.0428571428571	3.57142857142857	0.844285714285714	69.8571428571429	66.7142857142857	68.4285714285714	4.65714285714286	28.1428571428571	1.28571428571429	-0.357142857142857	0.207142857142857	29.4285714285714
PA0935	BNE	P0090	PA0935	NA	NA	Ath	Cfb	50	Renkum	Renkum		M	51.97493	5.7356	0		0	0	3	2	1	1	1	4	6	3	3	2	1	12	1	S	1	2	1	40	10	10	NA	10	30	NA	19	20180423	18	59.4	15.3	0.84	5000	10.0428571428571	3.57142857142857	0.844285714285714	69.8571428571429	66.7142857142857	68.4285714285714	4.65714285714286	28.1428571428571	1.28571428571429	-0.357142857142857	0.207142857142857	29.4285714285714
PA0939	BNE	P0091	PA0939	NA	NA	Ath	Cfb	50	Appeltern	Appeltern		M	51.83523	5.58604	0		0	0	4	3	2, 3, 5, 7	3	1	3	5	4	4	4	4	8	2	W	4	3, 4	1	30	10	25	NA	NA	25	10	-2	20180423	15.1	67.7	16	2.66	2000	10.1714285714286	3.62857142857143	0.841428571428571	65.1428571428571	67.1428571428571	62.5714285714286	4.6	28.7142857142857	1.57142857142857	-0.4	0.218571428571429	30.2857142857143
PA0940	BNE	P0091	PA0940	NA	NA	Ath	Cfb	190	Appeltern	Appeltern		M	51.83523	5.58604	0		0	0	3	3	2, 3, 2005	3	1	2	4	4	4	2	3	8	2	W	4	3, 4	1	30	10	25	NA	NA	25	10	-2	20180423	15.1	67.7	16	2.66	2000	10.1714285714286	3.62857142857143	0.841428571428571	65.1428571428571	67.1428571428571	62.5714285714286	4.6	28.7142857142857	1.57142857142857	-0.4	0.218571428571429	30.2857142857143
PA0946	BNE	P0092	PA0946	NA	NA	Ath	Cfb	190	Eerschot	Eerschot		M	51.5744	5.46741	0		1	0	2	2	1, 5	1	1	6	4	6	4	1	1	4	1	E	2	3	1	30	10	10	NA	NA	50	NA	3	20180423	25.8	41	26.4	0.57	5000	10.3142857142857	3.94285714285714	0.845714285714286	64.5714285714286	67.2857142857143	55.7142857142857	4.58571428571429	30	1.71428571428571	-1.48571428571429	0.23	31.7142857142857
PA0947	BNE	P0092	PA0947	NA	NA	Ath	Cfb	190	Eerschot	Eerschot		M	51.5744	5.46741	0		1	0	2	2	1	1	1	5	4	6	4	1	2	4	1	E	2	3	1	30	10	10	NA	NA	50	NA	3	20180423	25.8	41	26.4	0.57	5000	10.3142857142857	3.94285714285714	0.845714285714286	64.5714285714286	67.2857142857143	55.7142857142857	4.58571428571429	30	1.71428571428571	-1.48571428571429	0.23	31.7142857142857
PA0950	ENS	P0121	PA0950	NA	NA	Ath	Cfb	190	Kenilworth	Kenilworth		M	52.3493	-1.58047	0		1	0	2	2	1, 4	1	1	6	5	4	3	5	3	7	1	S, E	3	1, 4	1	NA	NA	NA	20	NA	80	NA	72	20180413	14.7	68.4	16.3	2.11	1000	9.84285714285714	3.47142857142857	0.85	62.1428571428571	58.7142857142857	70	5.04285714285714	27.8571428571429	0.142857142857143	1.34285714285714	0.172857142857143	28
PA0951	ENS	P0121	PA0951	NA	1	Ath	Cfb	110	Kenilworth	Kenilworth		M	52.3493	-1.58047	0		1	0	2	2	6, 5	1	3	5	6	4	3	5	3	7	1	S, E	3	1, 4	1	NA	NA	NA	20	NA	80	NA	72	20180413	14.7	68.4	16.3	2.11	1000	9.84285714285714	3.47142857142857	0.85	62.1428571428571	58.7142857142857	70	5.04285714285714	27.8571428571429	0.142857142857143	1.34285714285714	0.172857142857143	28
PA0958	ENS	P0122	PA0958	NA	NA	Ath	Cfb	110	Tewkesbury	Tewkesbury		M	51.98943	-2.1645	0		0	0	1	2	1	1	1	4	3	1	3	1	3	4	3	A	2	1, 4	1	15	20	NA	NA	NA	75	NA	12	20180414	26.3	38	29.8	12.75	15	9.91428571428571	3.64285714285714	0.868571428571429	67.4285714285714	60.1428571428571	73.5714285714286	4.05714285714286	25.5714285714286	0	1.52857142857143	0.161428571428571	25.5714285714286
PA0959	ENS	P0122	PA0959	NA	NA	Ath	Cfb	110	Tewkesbury	Tewkesbury		M	51.98943	-2.1645	0		0	0	2	3	1	2	1	6	5	3	3	1	3	4	3	A	2	1, 4	1	15	20	NA	NA	NA	75	NA	12	20180414	26.3	38	29.8	12.75	15	9.91428571428571	3.64285714285714	0.868571428571429	67.4285714285714	60.1428571428571	73.5714285714286	4.05714285714286	25.5714285714286	0	1.52857142857143	0.161428571428571	25.5714285714286
PA0969	ENS	P0124	PA0969	NA	NA	Ath	Cfb	14	Tauton	Tauton		M	51.01181	-3.10619	0		0	0	1	3	1	1	1	1	5	1, 4	3	1	3	12	1	A	1	1	1	NA	NA	NA	NA	25	75	NA	27	20180415	12.7	83.6	n/a	n/a	50	10.6428571428571	4.84285714285714	0.907142857142857	88.5714285714286	65.4285714285714	81	4.84285714285714	30.2857142857143	0	2.32857142857143	0.187142857142857	30.2857142857143
PA0970	ENS	P0124	PA0970	NA	NA	Ath	Cfb	14	Tauton	Tauton		M	51.01181	-3.10619	0		0	0	1	3	1	2	1	1	5	1, 4	3	1	3	12	1	A	1	1	1	NA	NA	NA	NA	25	75	NA	27	20180415	12.7	83.6	n/a	n/a	50	10.6428571428571	4.84285714285714	0.907142857142857	88.5714285714286	65.4285714285714	81	4.84285714285714	30.2857142857143	0	2.32857142857143	0.187142857142857	30.2857142857143
PA0977	ENS	P0125	PA0977	NA	1	Ath	Cfb	14	Shaftesbury	Shaftesbury		M	51.0066	-2.19835	0		0	0	1	2	1	1	1	2	5	1	3	1	3	4	1	A	1	1	1	NA	NA	5	15	15	65	NA	201	20180415	11.9	85.4	n/a	n/a	30	10.0714285714286	3.77142857142857	0.842857142857143	84.5714285714286	64.7142857142857	89.4285714285714	5.08571428571429	31.1428571428571	0	1.14285714285714	0.192857142857143	31.1428571428571
