Tour_ID	Site_ID	Site_Name	Plant_ID	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath-Ath	Ath-other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Slope	Sun	Aspect	Ground_cover	Ground_type	Humidity_ground	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Time	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size
GEN	P0165	Osnabrück	PA0836		M	52.30192	8.02299	0		0	0	4	4	3, 5, 2007	3	3	6	1	6, 9	2	1	2	12	3	1	2	A	5	5	3	1	30					70		59	20180505	12:10	25.9	32.6	25.9	0.33	300
GEN	P0166	Ovelgönne	PA0841		M	53.34189	8.42052	0		0	0	3	3	1	2	3	3	6	2, 5	3	1	4	12	1	1	2	A	3	2, 3	3	1	5	10			10	75		17	20180506	13:30	30.6	34.6	n/a	n/a	50
GEN	P0166	Ovelgönne	PA0842		M	53.34189	8.42052	0		0	0	5	4	3, 7, 2008	5	1	6	1	5, 6	3	1	4	12	1	1	2	A	3	2, 3	3	1	5	10			10	75		17	20180506	13:30	30.6	34.6	n/a	n/a	50
SPN	P0314	TRS	PA0846		M	43.36351	-5.49208	0		0	0	2	3	1	2	1	6	3	3, 4	3	1	3	3	3	1	3	A	3	2, 4	2	1	25	5	25	5	5	35		237	20180511	15:43	22.5	54.6	n/a	n/a	50
SPN	P0286	Alb	PA0848		M	42.36986	-3.31093	0		0	0	2	3	1	2	1	5	3	6	3	2	3	11	2	3	2	W	1	3	2	1	70	10	20					973	20180512	12:30	17.4	53.2	13.7	8.43	200
SPN	P0286	Alb	PA0849		M	42.36984	-3.31094	0		0	0	2	2	1, 5	2	1	4	3	6	2	2	3	11	2	3	2	W	1	3	2	1	70	10	20					973	20180512	12:30	17.4	53.2	13.7	8.43	200
SPN	P0288	Oja	PA0853		M	42.34696	-2.99666	0		0	0	4	2	1, 3, 2005	2	1	6	3	9	3	1	3	5	2	1	3	W	4	3, 5	3	1	70	5	10			15		778	20180512	18:00	16.2	49.8	13.4	12.39	1000
SPN	P0318	OLA	PA0858		M	43.04904	-2.6305	0		0	0	4	3	5	1	1	5	3	2, 4	3	5	3	7	2	2	3	E	1	1, 4	3	1	20	10		30		30		572	20180513	11:08	11.4	64.7	n/a	n/a	100
SPN	P0318	OLA	PA0859		M	43.04904	-2.6305	0		0	0	4	3	1, 4	3	1	2	3	2, 4	3	5	3	7	2	2	3	E	1	1, 4	3	1	20	10		30		30		572	20180513	11:08	11.4	64.7	n/a	n/a	100
SPN	P0319	BUJ2	PA0863		M	42.67566	-2.40631	0		1	0	4	3	1	1	1	6	3	2	3	5	3	2	2	2	2	S, E	2	3, 1	3	2	15	10	10	10	30	20		609	20180513	14:28	22.6	32.5	15.9	14.91	1000
GEN	P0313	Ellershausen	PA0866		M	51.5107	9.67837	0		0	0	5	2	1, 5, 2007	1	1	1	5	2, 4	2	1	2	12	1	1	2	E	1	1, 4	2	1	15	5	10		30	40		279	20180506	13:35	26.1	32.1	n/a	n/a	200
GEN	P0313	Ellershausen	PA0870		M	51.5107	9.67837	0		0	0	5	2	1, 7, 2008	5	1	1	6	2, 4	2	1	2	12	1	1	2	E	1	1, 4	2	1	15	5	10		30	40		279	20180506	13:35	26.1	32.1	n/a	n/a	200
SPN	P0287	Aya	PA0872		M	42.25175	-3.04591	0		0	0	2	3	1, 5	1	1	6	4	3, 6	2	2	3	13	3	2	2	S	3	3	2	1	30	20	10		10	30		1020	20180512	15:05	20.2	55.6	18.2	8.03	100
SPN	P0287	Aya	PA0873		M	42.25175	-3.04591	0		0	0	2	3	1	1	1	6	4	3, 6	2	2	3	13	3	2	2	S	3	3	2	1	30	20	10		10	30		1020	20180512	15:05	20.2	55.6	18.2	8.03	100
CSA	P0080	OOE	PA0881		M	48.33207	14.71572	0		1	0	3	3	1, 3	2	1	3	2	6, 7	2	3	1	11	2	3	1	S, W	4	4, 5	2	1	80		15	5				596	20180417	11:06	21.1	54.9	23.4	16.82	100000
CSA	P0080	OOE	PA0882		M	48.33208	14.71581	1	RL, CL	1	0	4	4	1, 4	1	2	5	3	6, 7	2	3	1	11	2	3	1	S, W	4	4, 5	2	1	80		15	5				596	20180417	11:06	21.1	54.9	23.4	16.82	100000
CSA	P0081	Egel	PA0889		M	48.42646	15.56987	1	RL	1	0	4	3	1, 3	1	2	3	3	4	2	2	1	5	2	2	1	N, W	4	3, 4	2	1	80	20						363	20180417	16:15	23	46.1	20.9	40.19	100000
CSA	P0081	Egel	PA0890		M	48.42641	15.56995	0		1	0	3	4	1, 5	2	1	4	3	4	2	2	1	5	2	2	1	N, W	4	3, 4	2	1	80	20						363	20180417	16:15	23	46.1	20.9	40.19	100000
CSA	P0082	Udu	PA0895		M	49.27734	16.63	0		1	0	4	2	1, 3	2	3	4	3	6	2	2	2	4	3	2	2	S, W	3	3, 5	2	1	70		15			15		432	20180418	9:49	21	51.6	17.4	26.6	500
CSA	P0082	Udu	PA0896		M	49.27725	16.63093	0		1	0	4	3	1, 3	2	1	2	3	6	2	2	2	4	3	2	2	S, W	3	3, 5	2	1	70		15			15		432	20180418	9:49	21	51.6	17.4	26.6	500
CSA	P0083	Horska	PA0898		M	49.30572	16.6231	0		0	0	2	4	1	2	1	6	3	4	4	1	3	6	3	2	3	E	4	3, 4	3	1	50	5	20	15		10		497	20180418	11:04	23.5	41.8	22.7	29.9	300
CSA	P0084	Draha	PA0902		M	49.40778	16.27651	1	RL	1	0	3	2	1, 3	3	2	5	2	9	2	2	1	11	2	2	1	S, W	5	3, 5	2	1	80		10			10		495	20180418	14:06	26.3	38	26.4	17.2	1000
CSA	P0084	Draha	PA0903		M	49.40779	16.27656	1	RL	1	0	4	4	1, 7	3	2, 3	2	1	9	2	2	1	11	2	2	1	S, W	5	3, 5	2	1	80		10			10		495	20180418	14:06	26.3	38	26.4	17.2	1000
CSA	P0085	Komo	PA0908		M	49.5083	15.32869	0		1	0	2	3	1	2	3	6	3	6, 7	2	2	2	11	2	2	2	S, W	2	3, 4	2	1	60		40					558	20180418	16:59	25.9	30.7	19.5	7.97	1000
CSA	P0085	Komo	PA0909		M	49.50829	15.32866	0		1	0	2	3	1	1	1	6	5	6	2	2	2	11	2	2	2	S, W	2	3, 4	2	1	60		40					558	20180418	16:59	25.9	30.7	19.5	7.97	1000
CSA	P0086	Tren	PA0913		M	49.8593	13.83349	0		0	0	4	2	1, 5, 2003	2	3	1	3	9	2	1	1	11	2	1	1	A	4	3, 5	2	1	85	5				10		396	20180419	16:45	28.2	35.2	21.7	23.5	100
CSA	P0086	Tren	PA0915		M	49.85926	13.83335	0		0	0	3	2	1	1	1	3	1	6, 9	2	1	1	11	2	1	1	A	4	3, 5	2	1	85	5				10		396	20180419	16:45	28.2	35.2	21.7	23.5	100
CSA	P0087	Kra	PA0923		M	49.98418	13.41717	0		1	0	3	3	1, 3	3	3	1	5	6	2	4	1	11	2	3	2	S	4	3, 5	2	1	80	5	20					526	20180420	10:42	26.8	47.3	17	18.2	500
CSA	P0087	Kra	PA0924		M	49.98421	13.41717	0		1	0	3	2	1, 3	2	1	3	4	6	2	3	1	11	2	3	2	S	4	3, 5	2	1	80	5	20					526	20180420	10:42	26.8	47.3	17	18.2	500
CSA	P0088	ULI	PA0929		M	49.76263	13.1018	0		1	0	3	2	1, 5	2	3	5	4	6, 9	1	4	2	11	2	3	2	W	5	3, 5	2	1	60	15	10			15		446	20180420	13:52	28.6	50.1	21.2	30.5	200
CSA	P0088	ULI	PA0930		M	49.76264	13.10176	0		1	0	4	2	1, 5	2	1	4	5	4	2	2	2	11	2	3	2	W	5	3, 5	2	1	60	15	10			15		446	20180420	13:52	28.6	50.1	21.2	30.5	200
BNE	P0090	Renkum	PA0933		M	51.97493	5.7356	0		0	0	4	2	1, 5	2	1	5	2	3, 5	3	2	2	12	1	2	2	S	1	2	3	1	40	10	10		10	30		19	20180423	10:13	18	59.4	15.3	0.84	5000
BNE	P0090	Renkum	PA0935		M	51.97493	5.7356	0		0	0	3	2	1	1	1	4	6	3	3	2	1	12	1	2	2	S	1	2	3	1	40	10	10		10	30		19	20180423	10:13	18	59.4	15.3	0.84	5000
BNE	P0091	Appeltern	PA0939		M	51.83523	5.58604	0		0	0	4	3	2, 3, 5, 7	3	1	3	5	4	4	4	4	8	2	3	3	W	4	3, 4	4	1	30	10	25			25	10	-2	20180423	12:06	15.1	67.7	16	2.66	2000
BNE	P0091	Appeltern	PA0940		M	51.83523	5.58604	0		0	0	3	3	2, 3, 2005	3	1	2	4	4	4	2	3	8	2	3	3	W	4	3, 4	4	1	30	10	25			25	10	-2	20180423	12:06	15.1	67.7	16	2.66	2000
BNE	P0092	Eerschot	PA0946		M	51.5744	5.46741	0		1	0	2	2	1, 5	1	1	6	4	6	4	1	1	4	1	1	1	E	2	3	4	1	30	10	10			50		3	20180423	14:43	25.8	41	26.4	0.57	5000
BNE	P0092	Eerschot	PA0947		M	51.5744	5.46741	0		1	0	2	2	1	1	1	5	4	6	4	1	2	4	1	1	1	E	2	3	4	1	30	10	10			50		3	20180423	14:43	25.8	41	26.4	0.57	5000
ENS	P0121	Kenilworth	PA0950		M	52.3493	-1.58047	0		1	0	2	2	1, 4	1	1	6	5	4	3	5	3	7	1	2	2	S, E	3	1, 4	3	1				20		80		72	20180413	16:37	14.7	68.4	16.3	2.11	1000
ENS	P0121	Kenilworth	PA0951		M	52.3493	-1.58047	0		1	0	2	2	6, 5	1	3	5	6	4	3	5	3	7	1	2	2	S, E	3	1, 4	3	1				20		80		72	20180413	16:37	14.7	68.4	16.3	2.11	1000
ENS	P0122	Tewkesbury	PA0958		M	51.98943	-2.1645	0		0	0	1	2	1	1	1	4	3	1	3	1	3	4	3	1	2	A	2	1, 4	3	1	15	20				75		12	20180414	10:30	26.3	38	29.8	12.75	15
ENS	P0122	Tewkesbury	PA0959		M	51.98943	-2.1645	0		0	0	2	3	1	2	1	6	5	3	3	1	3	4	3	1	2	A	2	1, 4	3	1	15	20				75		12	20180414	10:30	26.3	38	29.8	12.75	15
ENS	P0124	Tauton	PA0969		M	51.01181	-3.10619	0		0	0	1	3	1	1	1	1	5	1, 4	3	1	3	12	1	1	3	A	1	1	3	1					25	75		27	20180415	10:11	12.7	83.6	n/a	n/a	50
ENS	P0124	Tauton	PA0970		M	51.01181	-3.10619	0		0	0	1	3	1	2	1	1	5	1, 4	3	1	3	12	1	1	3	A	1	1	3	1					25	75		27	20180415	10:11	12.7	83.6	n/a	n/a	50
ENS	P0125	Shaftesbury	PA0977		M	51.0066	-2.19835	0		0	0	1	2	1	1	1	2	5	1	3	1	3	4	1	1	2	A	1	1	3	1			5	15	15	65		201	20180415	14:41	11.9	85.4	n/a	n/a	30
ENS	P0125	Shaftesbury	PA0978		M	51.0066	-2.19835	0		0	0	2	2	1, 5	1	1	3	5	1	3	1	3	4	1	1	2	A	1	1	3	1			5	15	15	65		201	20180415	14:41	11.9	85.4	n/a	n/a	30
ENS	P0126	Wimborne	PA0981		M	50.79885	-1.98779	0		0	0	3	3	1, 5	1	1	6	4	5	3	1	2	6	1	1	2	A	1	1, 2	3	1	20				25	55		22	20180415	17:05	13.3	83	16.2	3.65	100
ENS	P0126	Wimborne	PA0983		M	50.79885	-1.98779	0		0	0	2	3	1	1	3	5	1	7	3	1	2	6	1	1	2	A	1	1, 2	3	1	20				25	55		22	20180415	17:05	13.3	83	16.2	3.65	100
ENS	P0127	Hillier Arboretum	PA0987		M	51.01015	-1.46641	0		0	0	2	3	1	3	3	6	4	6	4	2	3	4	3	1	3	A	1	3	4	1	20	20	20			40		45	20180416	10:38	18.7	57.9	16.1	19.74	200
ENS	P0127	Hillier Arboretum	PA0988		M	51.01015	-1.46641	0		0	0	2	2	1	2	3	4	4	6	4	2	3	4	3	1	3	A	1	3	4	1	20	20	20			40		45	20180416	10:38	18.7	57.9	16.1	19.74	200
ENS	P0128	Wisley Garden	PA0996		M	51.31384	-0.47081	0		0	0	2	2	1	2	1	6	4	3	3	1	2	4	3	1	2	A	1	2, 3	3	1	40	10				50		27	20180416	16:09	19.1	47.9	18.3	0.46	100
ENS	P0128	Wisley Garden	PA0998		M	51.31384	-0.47081	0		0	0	3	4	1, 3	3	1	6	5	3	3	1	2	4	3	1	2	A	1	2, 3	3	1	40	10				50		27	20180416	16:09	19.1	47.9	18.3	0.46	100
ENS	P0129	West Malling	PA0999		M	51.29502	0.40597	0		0	0	2	3	1	1	1	6	4	3, 4	3	1	3	12	1	1	3	A	2	2	3	1				50		50		35	20180417	14:04	24.6	37.8	n/a	n/a	100
ENS	P0129	West Malling	PA1001		M	51.29502	0.40597	0		0	0	2	3	1	1	1	4	3	2, 3	3	1	4	12	1	1	3	A	2	2	3	1				50		50		35	20180417	14:04	24.6	37.8	n/a	n/a	100
ENS	P0130	East Malling	PA1005		M	51.29239	0.43776	0		0	0	2	3	1	2	1	6	6	1, 5	2	1	3	12	1	1	3	A	1	1	2	1		15	15	15		55		41	20180417	15:14	22	43.1	n/a	n/a	50
ENS	P0130	East Malling	PA1007		M	51.29239	0.43776	0		0	0	2	2	1	2	1	6	6	1, 5	2	1	3	12	1	1	3	A	1	1	2	1		15	15	15		55		41	20180417	15:14	22	43.1	n/a	n/a	50
ENS	P0131	Maidstone	PA1013		M	51.26886	0.53955	0		0	0	4	3	2, 5	2	1	1	3	6	2	1	3	4	3	1	3	A	4	3	2	1	20	10	5			65		33	20180417	16:53	20.1	49.2	22.7	18	10
ENS	P0132	Pluckley	PA1014		M	51.17516	0.75432	0		0	1	3	3	1, 4	1	5	5	3	2, 6	2	2	2	4	3	1	2	A	2	1, 3	2	1	5	10		10		75		91	20180418	11:33	20.5	65	23.4	1.68	100
ENS	P0132	Pluckley	PA1017		M	51.17516	0.75432	0		0	1	3	4	1, 4	1	5, 3	6	3	2, 4	2	2	2	4	3	1	2	A	2	1, 3	2	1	5	10		10		75		91	20180418	11:33	20.5	65	23.4	1.68	100
ENS	P0133	Chilham	PA1024		M	51.24568	0.97762	0		0	0	3	3	1, 5	3	3	3	4	1, 4	2	1	3	12	1	1	3	A	2	1, 4	2	1	10	5	10	15	15	45		8	20180418	13:46	23.3	49.2	n/a	n/a	20
ENS	P0133	Chilham	PA1025		M	51.24568	0.97762	0		0	0	4	2	2, 5	2	1	3	6	1, 4	2	1	3	12	1	1	3	A	2	1, 4	2	1	10	5	10	15	15	45		8	20180418	13:46	23.3	49.2	n/a	n/a	20
ENS	P0134	Chartham	PA1028		M	51.25483	1.02029	0		1	0	2	2	1, 5	1	1	4	2	1, 4	2	1	3	12	1	1	3	A	1	1, 4	2	1				15	35	50		18	20180418	14:41	24	47.4	n/a	n/a	50
ENS	P0134	Chartham	PA1030		M	51.25483	1.02029	0		1	0	4	3	3, 5	3	3	4	4	1, 4	2	1	3	12	1	1	3	A	1	1, 4	2	1				15	35	50		18	20180418	14:41	24	47.4	n/a	n/a	50
ENN	P0136	Old_Colwyn	PA1043		M	53.29245	-3.69683	0		0	0	3	3	1, 5	2	1	2	5	4	3	1	3	12	1	2	3	N	5	3, 4	3	1	10	20	20			50		21	20180421	10:00	19.5	49.4	16.6	15.06	50
ENN	P0136	Old_Colwyn	PA1045		M	53.29245	-3.69683	0		0	0	2	2	1	1	1	4	3	6, 4	3	1	3	12	1	2	3	N	5	3, 4	3	1	10	20	20			50		21	20180421	10:00	19.5	49.4	16.6	15.06	50
ENN	P0138	Ruthin	PA1056		M	53.11388	-3.30541	0		0	0	3	3	2, 5	2	1	6	1	9	3	1	1	2	1	1	1	A	5	5	3	1	75		10			15		66	20180421	13:30	26.9	50.9	30.6	12.61	100
ENN	P0138	Ruthin	PA1059		M	53.11388	-3.30541	0		0	0	3	3	1, 4, 2005	1	5	6	2	1	3	1	3	2	1	1	1	A	5	5	3	1	75		10			15		66	20180421	13:30	26.9	50.9	30.6	12.61	100
ENN	P0139	Chirk	PA1064		M	52.93189	-3.05634	0		0	0	2	3	1, 4	3	1	6	1	1, 4	3	1	3	12	1	1	3	A	3	1, 5	3	1	10	5	5		30	50		115	20180421	16:00	24.6	15.4	25.2	19.12	300
ENN	P0139	Chirk	PA1065		M	52.93189	-3.05634	0		0	0	2	3	1, 4	1	5	3	3	6, 4	3	1	3	12	1	1	3	A	3	1, 5	3	1	10	5	5		30	50		115	20180421	16:00	24.6	15.4	25.2	19.12	300
ENN	P0140	Stanton-by-Dale	PA1067		M	52.9376	-1.30914	0		0	0	1	2	1, 5	1	1	1	4	1, 7	3	1	3	12	1	1	2	A	1	1, 4	3	1	5			25	20	50		88	20180421	18:30	23.8	56.7	n/a	n/a	40
ENN	P0140	Stanton-by-Dale	PA1072		M	52.9376	-1.30914	0		0	1	3	3	1, 5	1	5	3	5	1, 5	3	1	3	12	1	1	2	A	1	1, 4	3	1	5			25	20	50		88	20180421	18:30	23.8	56.7	n/a	n/a	40
ENN	P0141	Nottingham	PA1074		M	52.97068	-1.15283	0		0	0	2	2	1, 5	2	3	5	4	1	3	3	3	12	1	3	3	W	1	1	3	1	5			25		70		69	20180422	9:30	19.2	68.2	n/a	n/a	200
ENN	P0141	Nottingham	PA1076		M	52.97068	-1.15283	0		0	0	3	2	1	2	1	3	3	1	3	3	3	12	1	3	3	W	1	1	3	1	5			25		70		69	20180422	9:30	19.2	68.2	n/a	n/a	200
ENN	P0142	Southwell	PA1080		M	53.0771	-0.95371	0		0	0	2	4	1	2	1	6	5	4	4	1	4	6	1	1	4	A	4	1, 4	3	1	30				65	5		33	20180422	10:30	18.9	62.2	15.1	22.63	100
ENN	P0142	Southwell	PA1083		M	53.0771	-0.95371	0		0	0	2	3	1	1	1	5	6	4	4	5	4	6	1	1	4	A	4	1, 4	3	1	30				65	5		33	20180422	10:30	18.9	62.2	15.1	22.63	100
BNE	P0192	Rochefort	PA1102		M	50.17861	5.22021	0		0	0	3	3	1, 3, 2007	3	1	3	6	2, 4	2	1	2	2	3	1	2	A	1	1	1	1	15	25			20	40		184	20180425	14:27	20.5	48.7	27.7	4.57	200
BNE	P0192	Rochefort	PA1104		M	50.17861	5.22021	0		0	0	4	2	1, 3, 2007	1	3	3	6	2	2	1	2	2	3	1	2	A	1	1	1	1	15	25			20	40		184	20180425	14:27	20.5	48.7	27.7	4.57	200
BNE	P0190	Bommershoven	PA1107		M	50.7892	5.37844	0		1	0	3	3	1	3	1	6	4	6	2	3	2	5	2	3	2	W	3	3	3	1	50		20	5	10	15		86	20180425	10:30	20.4	56	17.1	3.24	10000
BNE	P0190	Bommershoven	PA1110		M	50.7892	5.37844	0		1	0	3	3	1, 3, 2004	2	1	3	4	6	3	3	2	5	2	3	2	W	3	3	3	1	50		20	5	10	15		86	20180425	10:30	20.4	56	17.1	3.24	10000
BNE	P0191	Ang	PA1112		M	50.29948	5.30176	0		0	0	4	5	1, 3	2	1	6	1	4	3	2	1	1	2	3	1	E, S	4	5	2	1	80	10				10		199	20180425	12:58	25.9	37.8	31.4	0.73	5000
BNE	P0191	Ang	PA1114		M	50.29948	5.30176	0		0	0	3	3	2, 3, 2007	2	3	6	4	6	1	4	2	1	2	3	1	E, S	4	5	2	1	80	10				10		199	20180425	12:58	25.9	37.8	31.4	0.73	5000
IRE	P0193	Bray	PA1117		M	53.185585	-6.130672	0		1	0	3	2	1, 5	2	3	3	3	6, 7	4	2	3	12	1	1	2	A	4	3, 4	3	1	15	10	5	35		35		72	20180430	8:36	11.8	60.7	8.9	2.9	150
IRE	P0193	Bray	PA1119		M	53.185585	-6.130672	0		1	0	4	3	2, 5	3	1	6	3	6, 7	3	2	4	12	1	1	2	A	4	3, 4	3	1	15	10	5	35		35		72	20180430	8:36	11.8	60.7	8.9	2.9	150
IRE	P0194	Rathnew	PA1126		M	52.99227	-6.07541	0		1	0	3	3	1, 4	3	4	6	3	4	3	1	3	6	3	1	2	A	4	3, 5	3	2	60		15	15		10		14	20180430	10:44	16.1	44.7	17.7	27.61	5000
IRE	P0194	Rathnew	PA1127		M	52.99227	-6.07541	0		1	0	4	3	1, 5	1	1	2	6	3	3	1	2	6	3	1	2	A	4	3, 5	3	2	60		15	15		10		14	20180430	10:44	16.1	44.7	17.7	27.61	5000
BAL	P0186	Gradi	PA1131		M	45.16984	18.70019	0		0	0	4	2	2	1	1	3	2	9	2	1	1	11	2	1	1	A	5	5	2	1	100							82	20180415	12:46	23.7	57.2	26.9	0.96	1000
BAL	P0186	Gradi	PA1134		M	45.16984	18.70019	0		0	0	3	2	2, 3	1	1	4	3	6, 9	2	1	1	11	2	1	1	A	5	5	2	1	100							82	20180415	12:46	23.7	57.2	26.9	0.96	1000
ENN	P0144	Ripon	PA1137		M	54.13288	-1.52196	0		0	0	2	2	1, 5	1	3	6	3	2, 5	3	1	4	12	1	1	3	A	2	1, 4	3	1	5	5			45	45		31	20180423	9:20	12.5	63.7	n/a	n/a	50
ENN	P0144	Ripon	PA1139		M	54.13288	-1.52196	0		0	0	3	4	1	2	3	2	6	2, 5	3	1	4	12	1	1	3	A	2	1, 4	3	1	5	5			45	45		31	20180423	9:20	12.5	63.7	n/a	n/a	50
ENN	P0217	Settle	PA1141		M	54.0691	-2.27695	0		0	0	2	3	1, 3	1	1	1	1	1, 4	4	1	3	12	1	2	2	S, W	2	1, 4	3	1	5			15	35	45		141	20180423	11:30	11.7	65.3	n/a	n/a	30
ENN	P0217	Settle	PA1142		M	54.0691	-2.27695	0		0	0	3	3	1, 3	3	1	3	3	1, 4	4	1	3	12	1	2	2	S, W	2	1, 4	3	1	5			15	35	45		141	20180423	11:30	11.7	65.3	n/a	n/a	30
ENN	P0222	Penrith	PA1168		M	54.66228	-2.75662	0		1	1	3	3	1, 5	1	5	6	6	2, 4	2	1	3	2	1	1	1	A	2	1, 4	3	1	90			10				149	20180424	10:54	18.3	44.5	14.1	19.91	500
ENN	P0222	Penrith	PA1169		M	54.66228	-2.75662	0		1	1	3	3	1, 5	1	5	6	1	4, 9	3	1	3	2	1	1	1	A	2	1, 4	3	1	90			10				149	20180424	10:54	18.3	44.5	14.1	19.91	500
ENN	P0224	Vindolanda	PA1181		M	54.99167	-2.36397	0		0	0	2	2	1	1	1	3	5	4, 7	4	1	3	12	3	2	3	E	3	2, 4	4	1	30			40		30		175	20180424	15:26	11.4	81.9	11.8	0.24	100
ENN	P0224	Vindolanda	PA1184		M	54.99167	-2.36397	0		0	0	3	4	1, 3	2	1	3	3	4, 7	4	1	3	12	3	2	3	E	3	2, 4	4	1	30			40		30		175	20180424	15:26	11.4	81.9	11.8	0.24	100
ENN	P0225	Hexham	PA1188		M	54.97908	-2.12989	0		0	0	3	3	3, 5	1	1	4	3	6, 7	4	1	2	12	3	1	2	A	2	3, 4	4	1	30	20	10			40		75	20180424	16:36	12.4	88.9	11.3	11.5	50
ENN	P0225	Hexham	PA1189		M	54.97908	-2.12989	0		0	0	4	3	5	2	1	3	1	6, 7	4	1	2	12	3	1	2	A	2	3, 4	4	1	30	20	10			40		75	20180424	16:36	12.4	88.9	11.3	11.5	50
ENN	P0227	Cambo	PA1194		M	55.16567	-1.9606	0		1	0	3	2	3, 5	4	1	6	3	4	4	1	4	4	3	1	4	A	4	4, 5	4	1	60	5	10	20	5			195	20180425	13:30	18.4	59.9	24	8.27	100
ENN	P0227	Cambo	PA1196		M	55.16567	-1.9606	0		1	0	3	2	2, 5	1	1	6	1	4	4	1	4	4	3	1	4	A	4	4, 5	4	1	60	5	10	20	5			195	20180425	13:30	18.4	59.9	24	8.27	100
ENN	P0226	Low_Light_Harbour	PA1200		M	55.01078	-1.43359	0		0	0	2	2	1	1	1	3	6	6, 4	4	1	1	12	3	1	1	A	2	1, 4	3	1	50					50		0	20180425	10:00	16	51.8	18.6	14.14	50
ENN	P0226	Low_Light_Harbour	PA1202		M	55.01078	-1.43359	0		0	0	2	3	1, 5	2	1	5	4	4	4	1	1	12	3	1	1	A	2	1, 4	3	1	50					50		0	20180425	10:00	16	51.8	18.6	14.14	50
ENN	P0228	Jedburgh	PA1208		M	55.4767	-2.55439	1	RL	1	0	2	4	2	2	2	3	5	3	4	1	3	6	3	2	3	E	1	3	4	1	15	10		15	15	45		75	20180425	15:00	16.1	53.9	17.9	21.44	50
ENN	P0228	Jedburgh	PA1210		M	55.4767	-2.55439	1	RL	1	0	3	5	1, 4, 2008	4	2	5	6	6	4	1	3	6	3	2	3	E	1	3	4	1	15	10		15	15	45		75	20180425	15:00	16.1	53.9	17.9	21.44	50
ENN	P0229	Manderston_house	PA1214		M	55.78159	-2.31209	0		0	0	3	3	2, 3	3	1	6	3	3, 4	3	1	2	2	2	1	1	A	1	2, 4	3	1	20	10	10	30		30		106	20180425	16:30	14.9	47.5	n/a	n/a	25
ENN	P0229	Manderston_house	PA1217		M	55.78159	-2.31209	0		0	0	2	3	1	1	1	5	1	3, 4	3	1	2	2	2	1	1	A	1	2, 4	3	1	20	10	10	30		30		106	20180425	16:30	14.9	47.5	n/a	n/a	25
ENN	P0230	Holyrood_Park	PA1220		M	55.94075	-3.1586	0		0	0	3	4	1, 3	2	1	5	1	1, 4	3	1	3	1	3	4	1	S, E	2	1, 4	3	1	20	20	5	10		45		123	20180426	12:49	15.5	52.9	16	4.37	50
ENN	P0230	Holyrood_Park	PA1222		M	55.94075	-3.1586	0		0	0	3	4	1	1	1	1	3	1, 4	3	1	3	1	3	4	1	S, E	2	1, 4	3	1	20	20	5	10		45		123	20180426	12:49	15.5	52.9	16	4.37	50
ENN	P0231	Edinburgh	PA1225		M	55.9538	-3.22198	1	RL	1	0	2	3	1, 8	4	2	6	1	4	4	1	3	6	3	1	3	A	5	4, 5	4	1	35		10	15	30	10		70	20180426	15:21	13.5	68.7	18.6	21.4	50
ENN	P0231	Edinburgh	PA1226		M	55.9538	-3.22198	0		1	0	3	3	1	3	1	3	3	4	4	1	3	6	3	1	3	A	5	4, 5	4	1	35		10	15	30	10		70	20180426	15:21	13.5	68.7	18.6	21.4	50
BNE	P0093	Lille	PA1236		M	51.2502	4.81116	0		1	0	3	3	1	1	1	6	2	6	4	1	2	2	1	1	2	A	2	3	4	1	35	15			15	35		5	20180423	17:10	21.3	51.3	20.3	4.57	100
BNE	P0093	Lille	PA1238		M	51.2502	4.81116	0		1	0	3	2	2, 4, 2007	3	3	6	3	6	4	1	2	2	1	1	2	A	2	3	4	1	35	15			15	35		5	20180423	17:10	21.3	51.3	20.3	4.57	100
BNE	P0094	Haasdonk	PA1243		M	51.16745	4.2268	0		1	0	1	2	1	1	1	1	5	6	3	4	3	11	2	2	1	S	3	3	3	1	75	10	5			15		12	20180424	10:21	15.4	68.5	14.4	10.84	200
BNE	P0094	Haasdonk	PA1244		M	51.16745	4.2268	0		1	0	2	3	1	3	1	4	6	6	3	4	2	11	2	2	1	S	3	3	3	1	75	10	5			15		12	20180424	10:21	15.4	68.5	14.4	10.84	200
BNE	P0095	Ertvelde	PA1246		M	51.16784	3.76163	0		1	0	1	2	2	1	1	6	3	6	3	1	3	11	2	1	1	A	3	3	3	1	80		10			10		1	20180424	12:13	14.8	73.3	15.4	4.7	500
BNE	P0095	Ertvelde	PA1248		M	51.16784	3.76163	0		1	0	4	4	2	2	1	6	1	6	3	1	3	11	2	1	1	A	3	3	3	1	80		10			10		1	20180424	12:13	14.8	73.3	15.4	4.7	500
BNE	P0096	Nazareth	PA1255		M	50.93634	3.62578	0		1	0	4	3	5	2	1	6	3	6	3	1	2	11	2	1	1	A	4	3, 5	3	1	45		15	5	15	20		-2	20180424	14:30	21.2	54.1	21.9	9.31	2000
